DateTime,Speed_U,Speed_V,Speed_W,Dir
15-12-2018 16:10:00,9.951842,1.835818,-0.773709,266.226959
15-12-2018 16:20:00,13.772471,2.133783,-1.388419,268.163405
15-12-2018 16:30:00,13.055104,1.884251,-1.23815,268.585171
15-12-2018 16:40:00,10.913164,2.690943,-0.917472,264.073381
15-12-2018 16:50:00,10.377407,2.882628,-1.015316,261.954803
15-12-2018 17:00:00,9.338845,3.387645,-0.830427,257.782121
15-12-2018 17:10:00,8.793277,4.688202,-0.914493,250.277748
15-12-2018 17:20:00,8.9589,3.675326,-0.488011,255.548267
15-12-2018 17:30:00,8.071479,2.712732,-0.39672,259.666587
15-12-2018 17:40:00,7.239318,2.948517,-0.183748,255.706035
15-12-2018 17:50:00,11.958414,3.348287,-0.676803,262.766422
15-12-2018 18:00:00,13.232954,3.514485,-0.687299,263.524169
15-12-2018 18:10:00,11.218634,1.70449,-0.681559,269.27808
15-12-2018 18:20:00,10.42274,-0.436124,-0.704067,278.520154
15-12-2018 18:30:00,6.171128,-1.280351,0.145788,287.243367
15-12-2018 18:40:00,2.033299,-2.019348,0.266829,314.118543
15-12-2018 18:50:00,6.978204,-4.869823,-1.035901,311.144448
15-12-2018 19:00:00,4.750822,-1.850655,0.063558,296.462861
15-12-2018 19:10:00,4.615116,-4.284948,0.050234,320.672238
15-12-2018 19:20:00,5.634517,-2.649123,0.00769,302.66035
15-12-2018 19:30:00,9.140665,-4.368871,0.136226,300.206686
15-12-2018 19:40:00,4.694866,-8.074995,-0.24291,335.267737
15-12-2018 19:50:00,4.392343,-5.173804,-0.708971,326.82164
15-12-2018 20:00:00,9.276972,-4.243733,-0.671211,301.321769
15-12-2018 20:10:00,9.839501,-1.255008,-0.695616,285.193718
15-12-2018 20:20:00,10.536083,-1.440744,-0.814557,285.238292
15-12-2018 20:30:00,7.533538,-0.939913,-0.097904,285.690464
15-12-2018 20:40:00,7.544822,-3.853359,-0.179773,304.085508
15-12-2018 20:50:00,9.98169,-5.621307,-0.960205,307.933282
15-12-2018 21:00:00,9.751762,-3.910077,-0.943301,298.687049
